Date,Open,High,Low,Close,Volume
2025-01-31 20:30:00,2797.04,2797.54,2796.27,2796.62,1217
2025-01-31 20:35:00,2796.53,2797.63,2796.49,2797.4,1194
2025-01-31 20:40:00,2797.37,2799.07,2796.75,2798.65,1493
2025-01-31 20:45:00,2798.66,2800.34,2798.56,2800.05,1247
2025-01-31 20:50:00,2800.11,2801.14,2799.09,2799.99,1487
2025-01-31 20:55:00,2800.04,2802.15,2799.17,2800.94,1902
2025-01-31 21:00:00,2800.91,2801.67,2799.65,2801.67,754
2025-01-31 21:05:00,2801.69,2802.39,2800.61,2801.51,683
2025-01-31 21:10:00,2801.54,2802.13,2800.0,2802.0,540
2025-01-31 21:15:00,2802.05,2802.22,2801.52,2801.95,208
2025-01-31 21:20:00,2801.91,2802.35,2800.93,2801.54,213
2025-01-31 21:25:00,2801.63,2801.89,2800.38,2801.4,229
2025-01-31 21:30:00,2801.56,2801.63,2800.59,2801.28,199
2025-01-31 21:35:00,2801.21,2801.44,2798.78,2799.13,408
2025-01-31 21:40:00,2799.09,2799.75,2798.58,2799.46,351
2025-01-31 21:45:00,2799.65,2800.99,2799.65,2800.84,240
2025-01-31 21:50:00,2800.86,2802.06,2800.18,2800.25,240
2025-01-31 21:55:00,2800.11,2800.97,2797.16,2797.98,105
2025-02-02 23:05:00,2801.6,2803.22,2797.64,2801.65,552
2025-02-02 23:10:00,2801.59,2804.23,2798.56,2801.64,599
2025-02-02 23:15:00,2801.65,2803.0,2798.72,2799.59,641
2025-02-02 23:20:00,2799.36,2799.36,2790.68,2792.82,779
2025-02-02 23:25:00,2792.85,2793.53,2788.94,2792.1,550
2025-02-02 23:30:00,2792.1,2792.34,2786.68,2789.63,681
2025-02-02 23:35:00,2789.47,2790.68,2785.03,2786.7,559
2025-02-02 23:40:00,2786.72,2793.63,2786.72,2792.52,604
2025-02-02 23:45:00,2792.52,2793.21,2789.59,2792.78,475
2025-02-02 23:50:00,2792.82,2795.07,2791.94,2793.8,433
2025-02-02 23:55:00,2793.81,2794.13,2793.81,2794.06,12
2025-02-03 00:00:00,2795.3,2795.56,2793.99,2794.59,138
2025-02-03 00:05:00,2794.32,2796.09,2792.29,2793.33,567
2025-02-03 00:10:00,2793.32,2794.26,2792.17,2793.71,519
2025-02-03 00:15:00,2793.72,2795.48,2793.14,2795.02,580
2025-02-03 00:20:00,2795.03,2795.03,2790.22,2790.94,1038
2025-02-03 00:25:00,2790.97,2794.42,2790.81,2793.9,700
2025-02-03 00:30:00,2793.9,2794.21,2792.06,2793.62,619
2025-02-03 00:35:00,2793.62,2796.05,2793.3,2793.86,689
2025-02-03 00:40:00,2793.8,2795.89,2793.2,2794.85,724
2025-02-03 00:45:00,2794.87,2795.15,2793.2,2794.86,1042
2025-02-03 00:50:00,2794.85,2795.77,2791.15,2791.15,863
2025-02-03 00:55:00,2791.11,2792.71,2790.84,2792.31,1150
2025-02-03 01:00:00,2792.34,2792.34,2787.3,2787.76,1722
2025-02-03 01:05:00,2787.75,2789.72,2784.4,2784.84,1344
2025-02-03 01:10:00,2784.88,2785.99,2782.61,2785.73,1128
2025-02-03 01:15:00,2785.78,2785.78,2781.41,2782.71,1162
2025-02-03 01:20:00,2782.72,2784.4,2781.78,2782.0,1105
2025-02-03 01:25:00,2782.03,2783.27,2781.66,2782.38,1558
2025-02-03 01:30:00,2782.49,2783.91,2780.85,2783.75,1460
2025-02-03 01:35:00,2783.74,2784.76,2781.93,2782.05,1029
2025-02-03 01:40:00,2782.0,2783.84,2781.08,2783.51,982
2025-02-03 01:45:00,2783.52,2783.75,2782.7,2782.7,795
2025-02-03 01:50:00,2782.69,2783.79,2782.11,2782.67,1154
2025-02-03 01:55:00,2782.69,2782.7,2778.28,2782.23,1324
2025-02-03 02:00:00,2782.21,2782.71,2777.97,2779.1,1103
2025-02-03 02:05:00,2779.17,2780.44,2776.58,2778.09,1425
2025-02-03 02:10:00,2778.07,2780.25,2776.86,2778.79,1543
2025-02-03 02:15:00,2778.78,2780.62,2777.68,2778.67,1111
2025-02-03 02:20:00,2778.66,2779.56,2777.09,2779.55,1013
2025-02-03 02:25:00,2779.57,2781.33,2777.27,2778.07,1412
2025-02-03 02:30:00,2778.05,2780.13,2776.55,2779.74,1511
2025-02-03 02:35:00,2779.76,2779.76,2773.58,2774.87,1315
2025-02-03 02:40:00,2774.68,2776.52,2773.85,2776.04,1207
2025-02-03 02:45:00,2776.03,2776.82,2775.37,2776.01,1440
2025-02-03 02:50:00,2775.97,2777.66,2775.64,2776.94,1009
2025-02-03 02:55:00,2776.96,2778.14,2776.88,2778.14,684
2025-02-03 03:00:00,2778.16,2778.36,2776.54,2777.2,861
2025-02-03 03:05:00,2777.17,2777.97,2776.05,2776.45,1140
2025-02-03 03:10:00,2776.34,2777.04,2775.23,2775.28,914
2025-02-03 03:15:00,2775.3,2775.93,2775.18,2775.27,469
2025-02-03 03:20:00,2775.26,2775.71,2773.97,2774.68,919
2025-02-03 03:25:00,2774.67,2776.05,2773.92,2775.92,929
2025-02-03 03:30:00,2775.6,2776.44,2774.83,2775.43,854
2025-02-03 03:35:00,2775.44,2775.44,2772.14,2773.43,950
2025-02-03 03:40:00,2773.48,2773.84,2772.41,2773.73,821
2025-02-03 03:45:00,2773.81,2774.29,2773.43,2773.86,699
2025-02-03 03:50:00,2773.92,2774.2,2772.93,2774.08,827
2025-02-03 03:55:00,2774.14,2776.0,2774.02,2774.5,791
2025-02-03 04:00:00,2774.49,2778.38,2774.22,2778.15,1659
2025-02-03 04:05:00,2778.14,2782.49,2777.95,2782.38,1033
2025-02-03 04:10:00,2782.42,2782.97,2780.9,2782.66,909
2025-02-03 04:15:00,2782.67,2782.98,2780.75,2781.15,809
2025-02-03 04:20:00,2781.14,2781.14,2779.08,2780.18,1072
2025-02-03 04:25:00,2780.17,2780.21,2779.09,2779.38,827
2025-02-03 04:30:00,2779.39,2779.42,2777.0,2778.81,1215
2025-02-03 04:35:00,2778.82,2780.67,2778.8,2780.26,838
2025-02-03 04:40:00,2780.34,2781.55,2779.88,2780.0,707
2025-02-03 04:45:00,2780.02,2780.73,2779.44,2780.29,849
2025-02-03 04:50:00,2780.23,2780.94,2779.62,2780.94,685
2025-02-03 04:55:00,2780.93,2781.48,2780.25,2780.9,612
2025-02-03 05:00:00,2780.84,2781.38,2780.18,2780.61,970
2025-02-03 05:05:00,2780.59,2781.32,2780.13,2780.58,995
2025-02-03 05:10:00,2780.56,2782.45,2780.38,2781.33,898
2025-02-03 05:15:00,2781.34,2783.24,2781.21,2783.18,782
2025-02-03 05:20:00,2783.24,2783.69,2781.83,2782.49,826
2025-02-03 05:25:00,2782.53,2785.03,2782.53,2784.77,714
2025-02-03 05:30:00,2784.81,2784.85,2783.61,2784.41,836
2025-02-03 05:35:00,2784.48,2785.17,2783.45,2783.54,891
2025-02-03 05:40:00,2783.51,2783.61,2782.87,2783.44,929
2025-02-03 05:45:00,2783.45,2784.0,2782.96,2783.22,722
2025-02-03 05:50:00,2783.23,2784.14,2783.21,2783.83,555
2025-02-03 05:55:00,2783.82,2784.3,2782.95,2783.18,843
2025-02-03 06:00:00,2783.12,2784.05,2783.0,2783.15,841
2025-02-03 06:05:00,2783.14,2784.24,2783.08,2784.09,705
2025-02-03 06:10:00,2784.15,2784.96,2783.57,2784.85,618
2025-02-03 06:15:00,2784.83,2786.92,2783.87,2786.62,736
2025-02-03 06:20:00,2786.63,2787.52,2785.53,2787.5,938
2025-02-03 06:25:00,2787.49,2787.73,2786.81,2787.16,590
2025-02-03 06:30:00,2787.08,2788.11,2786.38,2787.21,616
2025-02-03 06:35:00,2787.15,2787.29,2785.75,2786.53,649
2025-02-03 06:40:00,2786.54,2787.85,2785.09,2785.1,522
2025-02-03 06:45:00,2785.09,2787.3,2784.02,2786.96,828
2025-02-03 06:50:00,2786.95,2787.25,2786.33,2786.44,712
2025-02-03 06:55:00,2786.42,2787.21,2785.93,2786.77,912
2025-02-03 07:00:00,2786.87,2788.4,2786.12,2787.73,1369
2025-02-03 07:05:00,2787.71,2788.95,2785.9,2788.33,983
2025-02-03 07:10:00,2788.4,2788.61,2787.02,2788.19,952
2025-02-03 07:15:00,2788.17,2788.36,2785.83,2787.02,847
2025-02-03 07:20:00,2786.96,2788.33,2786.34,2786.94,1061
2025-02-03 07:25:00,2786.91,2788.03,2786.13,2786.87,885
2025-02-03 07:30:00,2786.9,2787.6,2786.14,2787.27,1084
2025-02-03 07:35:00,2787.18,2787.27,2785.34,2786.57,1138
2025-02-03 07:40:00,2786.58,2789.71,2786.1,2788.82,1097
2025-02-03 07:45:00,2788.81,2788.82,2786.93,2788.35,1044
2025-02-03 07:50:00,2788.36,2788.85,2787.01,2788.01,840
2025-02-03 07:55:00,2788.02,2789.84,2787.06,2789.31,1104
2025-02-03 08:00:00,2789.32,2790.18,2786.93,2787.77,1509
2025-02-03 08:05:00,2787.76,2789.42,2786.99,2788.48,1362
2025-02-03 08:10:00,2788.45,2794.14,2788.37,2793.37,1341
2025-02-03 08:15:00,2793.35,2795.22,2792.73,2794.48,1103
2025-02-03 08:20:00,2794.57,2798.18,2794.05,2796.98,1339
2025-02-03 08:25:00,2796.99,2798.74,2796.15,2798.05,1234
2025-02-03 08:30:00,2798.04,2799.08,2797.54,2798.6,1066
2025-02-03 08:35:00,2798.59,2800.67,2798.07,2799.43,1154
2025-02-03 08:40:00,2799.59,2800.23,2797.53,2798.48,1071
2025-02-03 08:45:00,2798.5,2799.3,2797.9,2798.05,676
2025-02-03 08:50:00,2798.16,2798.35,2796.41,2796.87,890
2025-02-03 08:55:00,2796.85,2798.07,2796.49,2796.69,1298
2025-02-03 09:00:00,2796.64,2798.16,2796.17,2797.63,1214
2025-02-03 09:05:00,2797.64,2797.99,2796.31,2797.44,1265
2025-02-03 09:10:00,2797.43,2798.47,2797.04,2797.84,861
2025-02-03 09:15:00,2797.85,2797.85,2795.0,2795.29,939
2025-02-03 09:20:00,2795.27,2797.62,2794.64,2797.6,1076
2025-02-03 09:25:00,2797.67,2798.78,2797.07,2798.05,703
2025-02-03 09:30:00,2798.08,2799.37,2796.64,2799.29,1008
2025-02-03 09:35:00,2799.2,2800.83,2798.62,2799.63,1407
2025-02-03 09:40:00,2799.65,2799.83,2798.41,2798.89,1108
2025-02-03 09:45:00,2798.86,2799.08,2796.18,2797.53,1125
2025-02-03 09:50:00,2797.54,2797.97,2796.75,2797.33,1179
2025-02-03 09:55:00,2797.29,2797.55,2796.06,2796.38,735
2025-02-03 10:00:00,2796.37,2796.72,2794.45,2795.69,1083
2025-02-03 10:05:00,2795.65,2796.28,2793.39,2795.99,1124
2025-02-03 10:10:00,2795.97,2796.11,2794.15,2795.3,950
2025-02-03 10:15:00,2795.26,2795.99,2794.87,2795.79,959
2025-02-03 10:20:00,2795.82,2796.06,2794.71,2794.79,739
2025-02-03 10:25:00,2794.77,2795.29,2794.12,2795.0,997
2025-02-03 10:30:00,2795.13,2795.6,2793.46,2793.85,1111
2025-02-03 10:35:00,2794.02,2795.05,2792.99,2794.42,1043
2025-02-03 10:40:00,2794.43,2796.79,2794.43,2796.67,830
2025-02-03 10:45:00,2796.68,2797.93,2796.25,2797.8,716
2025-02-03 10:50:00,2797.85,2800.18,2797.67,2798.31,767
2025-02-03 10:55:00,2798.34,2798.98,2797.93,2798.16,562
2025-02-03 11:00:00,2798.08,2801.5,2797.99,2801.09,957
2025-02-03 11:05:00,2801.15,2802.82,2800.81,2802.5,841
2025-02-03 11:10:00,2802.43,2804.22,2801.91,2802.09,979
2025-02-03 11:15:00,2802.08,2802.19,2800.39,2800.53,525
2025-02-03 11:20:00,2800.46,2800.55,2798.77,2799.45,639
2025-02-03 11:25:00,2799.47,2799.47,2798.62,2798.77,613
2025-02-03 11:30:00,2798.78,2799.81,2798.5,2799.55,686
2025-02-03 11:35:00,2799.56,2799.84,2798.59,2798.74,503
2025-02-03 11:40:00,2798.75,2800.2,2798.58,2800.19,422
2025-02-03 11:45:00,2800.17,2800.83,2799.62,2800.47,544
2025-02-03 11:50:00,2800.5,2801.28,2799.87,2800.45,715
2025-02-03 11:55:00,2800.32,2801.56,2800.29,2801.23,942
2025-02-03 12:00:00,2801.28,2801.42,2800.57,2801.17,932
2025-02-03 12:05:00,2801.15,2802.23,2801.06,2802.0,552
2025-02-03 12:10:00,2802.12,2802.14,2800.91,2801.46,614
2025-02-03 12:15:00,2801.43,2802.09,2800.82,2802.09,536
2025-02-03 12:20:00,2802.07,2802.28,2801.51,2801.72,472
2025-02-03 12:25:00,2801.75,2804.62,2801.75,2803.32,536
2025-02-03 12:30:00,2803.34,2805.33,2802.13,2803.3,774
2025-02-03 12:35:00,2803.28,2808.47,2801.97,2808.0,1225
2025-02-03 12:40:00,2807.91,2809.09,2807.09,2808.6,876
2025-02-03 12:45:00,2808.61,2810.43,2808.51,2809.76,712
2025-02-03 12:50:00,2809.71,2809.71,2807.98,2808.65,889
2025-02-03 12:55:00,2808.91,2810.67,2808.91,2810.52,877
2025-02-03 13:00:00,2810.48,2811.43,2809.5,2809.61,1097
2025-02-03 13:05:00,2809.68,2811.72,2807.68,2807.89,1600
2025-02-03 13:10:00,2807.88,2810.02,2807.63,2809.61,945
2025-02-03 13:15:00,2809.63,2810.31,2809.54,2810.06,678
2025-02-03 13:20:00,2810.04,2811.78,2809.43,2811.02,1155
2025-02-03 13:25:00,2810.99,2811.66,2809.8,2810.34,968
2025-02-03 13:30:00,2810.33,2810.99,2808.81,2808.88,1118
2025-02-03 13:35:00,2808.9,2810.27,2808.59,2809.5,1095
2025-02-03 13:40:00,2809.53,2810.09,2808.11,2808.48,1252
2025-02-03 13:45:00,2808.47,2810.13,2808.06,2809.42,1248
2025-02-03 13:50:00,2809.43,2810.6,2808.88,2810.29,1206
2025-02-03 13:55:00,2810.3,2811.17,2809.72,2811.07,1095
2025-02-03 14:00:00,2811.06,2812.09,2810.2,2810.53,1027
2025-02-03 14:05:00,2810.54,2812.72,2810.19,2812.69,1189
2025-02-03 14:10:00,2812.74,2814.66,2812.71,2814.48,1433
2025-02-03 14:15:00,2814.39,2815.37,2813.28,2814.65,1268
2025-02-03 14:20:00,2814.47,2814.53,2813.45,2814.04,1305
2025-02-03 14:25:00,2814.03,2815.46,2813.54,2814.32,1359
2025-02-03 14:30:00,2814.31,2816.04,2813.91,2815.52,2067
2025-02-03 14:35:00,2815.44,2818.6,2815.22,2817.19,2027
2025-02-03 14:40:00,2817.18,2819.31,2816.85,2818.56,1655
2025-02-03 14:45:00,2818.55,2825.94,2818.55,2825.94,1874
2025-02-03 14:50:00,2826.06,2829.16,2825.36,2829.11,2197
2025-02-03 14:55:00,2829.13,2831.03,2827.66,2830.12,1455
2025-02-03 15:00:00,2829.39,2830.13,2825.24,2825.99,1891
2025-02-03 15:05:00,2826.11,2826.9,2823.17,2823.23,2041
2025-02-03 15:10:00,2823.2,2827.9,2823.1,2826.87,2008
2025-02-03 15:15:00,2826.9,2827.6,2822.18,2822.46,1919
2025-02-03 15:20:00,2822.42,2826.8,2820.61,2821.38,2163
2025-02-03 15:25:00,2821.57,2825.98,2813.99,2821.41,2290
2025-02-03 15:30:00,2821.38,2821.9,2813.59,2815.06,2053
2025-02-03 15:35:00,2814.95,2817.85,2813.69,2815.23,1864
2025-02-03 15:40:00,2815.36,2820.85,2813.74,2816.92,2037
2025-02-03 15:45:00,2816.94,2819.26,2816.55,2819.11,1648
2025-02-03 15:50:00,2819.14,2821.2,2817.5,2818.93,1786
2025-02-03 15:55:00,2818.82,2819.5,2816.66,2817.47,1459
2025-02-03 16:00:00,2817.45,2819.04,2814.24,2818.05,1638
2025-02-03 16:05:00,2818.13,2825.21,2818.13,2822.14,1923
2025-02-03 16:10:00,2822.18,2822.77,2818.45,2819.58,1516
2025-02-03 16:15:00,2819.61,2822.17,2818.45,2821.64,1250
2025-02-03 16:20:00,2821.66,2822.16,2818.67,2821.06,1182
2025-02-03 16:25:00,2821.03,2822.08,2819.83,2820.8,1215
2025-02-03 16:30:00,2820.76,2821.42,2818.44,2821.42,1077
2025-02-03 16:35:00,2821.38,2823.04,2819.65,2820.57,1193
2025-02-03 16:40:00,2820.59,2822.79,2819.93,2821.85,965
2025-02-03 16:45:00,2821.87,2822.2,2816.97,2817.75,1198
2025-02-03 16:50:00,2817.76,2819.47,2815.77,2818.43,1221
2025-02-03 16:55:00,2818.4,2818.43,2813.06,2814.17,1420
2025-02-03 17:00:00,2814.16,2819.0,2814.04,2818.82,1130
2025-02-03 17:05:00,2818.83,2818.84,2815.83,2816.22,881
2025-02-03 17:10:00,2816.21,2817.55,2815.96,2817.14,911
2025-02-03 17:15:00,2817.13,2818.56,2816.32,2818.07,839
2025-02-03 17:20:00,2818.11,2818.72,2815.9,2818.19,839
2025-02-03 17:25:00,2818.22,2819.26,2817.45,2818.69,1001
2025-02-03 17:30:00,2818.7,2819.6,2817.79,2818.77,1174
2025-02-03 17:35:00,2818.81,2818.83,2816.83,2817.03,1082
2025-02-03 17:40:00,2817.09,2819.57,2816.6,2818.28,1109
2025-02-03 17:45:00,2818.3,2819.9,2818.15,2819.65,957
2025-02-03 17:50:00,2819.74,2822.21,2819.74,2821.35,1018
2025-02-03 17:55:00,2821.38,2821.58,2815.91,2817.27,1757
2025-02-03 18:00:00,2817.11,2821.47,2816.0,2821.27,1300
2025-02-03 18:05:00,2821.24,2821.78,2818.66,2820.53,1211
2025-02-03 18:10:00,2820.62,2821.49,2818.9,2819.3,967
2025-02-03 18:15:00,2819.28,2820.57,2818.5,2819.25,857
2025-02-03 18:20:00,2819.34,2820.06,2818.8,2819.39,831
2025-02-03 18:25:00,2819.4,2819.4,2817.62,2818.4,1039
2025-02-03 18:30:00,2818.39,2820.44,2817.53,2819.86,1146
2025-02-03 18:35:00,2819.85,2819.94,2818.15,2819.06,641
2025-02-03 18:40:00,2819.03,2819.65,2818.33,2819.56,849
2025-02-03 18:45:00,2819.57,2820.25,2818.84,2820.07,712
2025-02-03 18:50:00,2819.93,2820.52,2819.6,2820.13,487
2025-02-03 18:55:00,2820.12,2821.27,2819.61,2821.03,534
2025-02-03 19:00:00,2820.94,2821.56,2820.27,2821.44,745
2025-02-03 19:05:00,2821.48,2822.2,2820.84,2821.5,833
2025-02-03 19:10:00,2821.51,2822.09,2821.31,2821.91,720
2025-02-03 19:15:00,2821.92,2822.9,2821.7,2822.22,1056
2025-02-03 19:20:00,2822.24,2822.97,2821.87,2822.55,965
2025-02-03 19:25:00,2822.56,2822.68,2821.05,2821.27,796
2025-02-03 19:30:00,2821.26,2821.3,2819.45,2819.58,841
2025-02-03 19:35:00,2819.57,2819.98,2819.16,2819.68,572
2025-02-03 19:40:00,2819.69,2819.78,2819.04,2819.39,611
2025-02-03 19:45:00,2819.43,2819.49,2818.26,2818.42,552
2025-02-03 19:50:00,2818.43,2818.87,2817.95,2818.58,451
2025-02-03 19:55:00,2818.59,2819.11,2818.18,2818.28,642
2025-02-03 20:00:00,2818.26,2819.03,2817.97,2818.86,683
2025-02-03 20:05:00,2818.87,2819.09,2816.92,2817.84,769
2025-02-03 20:10:00,2817.79,2819.47,2817.23,2818.95,691
2025-02-03 20:15:00,2818.98,2819.14,2818.05,2818.17,849
2025-02-03 20:20:00,2818.19,2818.45,2817.0,2817.19,899
2025-02-03 20:25:00,2817.18,2817.32,2816.39,2816.57,856
2025-02-03 20:30:00,2816.56,2817.45,2816.3,2817.11,864
2025-02-03 20:35:00,2817.15,2817.73,2816.65,2817.72,741
2025-02-03 20:40:00,2817.65,2817.65,2816.48,2816.95,725
2025-02-03 20:45:00,2816.93,2817.44,2816.01,2816.37,896
2025-02-03 20:50:00,2816.36,2816.57,2815.75,2816.04,917
2025-02-03 20:55:00,2816.05,2816.92,2815.56,2816.55,1025
2025-02-03 21:00:00,2816.54,2817.56,2816.54,2817.27,277
2025-02-03 21:05:00,2817.4,2817.55,2816.44,2816.64,154
2025-02-03 21:10:00,2816.66,2816.67,2815.43,2815.85,282
2025-02-03 21:15:00,2815.87,2815.87,2814.29,2814.73,392
2025-02-03 21:20:00,2814.74,2815.51,2814.11,2814.17,386
2025-02-03 21:25:00,2814.18,2814.69,2813.38,2814.54,303
2025-02-03 21:30:00,2814.52,2815.21,2814.19,2814.96,203
2025-02-03 21:35:00,2814.95,2815.57,2812.79,2812.81,815
2025-02-03 21:40:00,2812.82,2814.77,2812.24,2813.15,706
2025-02-03 21:45:00,2813.19,2815.41,2812.77,2814.92,453
2025-02-03 21:50:00,2815.01,2815.09,2812.91,2813.43,276
2025-02-03 21:55:00,2813.44,2814.78,2812.8,2814.64,224
2025-02-03 23:05:00,2813.03,2813.36,2812.2,2812.69,172
2025-02-03 23:10:00,2812.81,2813.85,2812.69,2813.21,124
2025-02-03 23:15:00,2813.0,2813.91,2812.78,2813.64,97
2025-02-03 23:20:00,2813.53,2814.49,2813.51,2813.84,165
2025-02-03 23:25:00,2813.85,2813.96,2813.41,2813.54,153
2025-02-03 23:30:00,2813.54,2814.52,2813.34,2814.36,184
2025-02-03 23:35:00,2814.4,2814.68,2812.97,2813.95,193
2025-02-03 23:40:00,2813.95,2814.2,2812.57,2813.47,180
2025-02-03 23:45:00,2813.54,2813.82,2812.55,2813.75,160
2025-02-03 23:50:00,2813.59,2815.05,2813.52,2814.16,345
2025-02-03 23:55:00,2814.17,2814.3,2813.63,2813.67,180
2025-02-04 00:00:00,2813.87,2814.51,2813.28,2814.17,255
2025-02-04 00:05:00,2814.15,2814.28,2813.04,2813.61,148
2025-02-04 00:10:00,2813.65,2813.81,2812.67,2812.92,129
2025-02-04 00:15:00,2813.22,2813.92,2812.37,2813.8,261
2025-02-04 00:20:00,2813.79,2814.6,2813.35,2813.86,230
2025-02-04 00:25:00,2813.97,2814.98,2813.77,2814.75,211
2025-02-04 00:30:00,2814.74,2816.08,2814.38,2815.53,308
2025-02-04 00:35:00,2815.61,2816.27,2815.61,2815.87,289
2025-02-04 00:40:00,2815.84,2816.11,2815.3,2815.94,217
2025-02-04 00:45:00,2815.91,2817.0,2815.7,2816.76,313
2025-02-04 00:50:00,2816.74,2817.4,2816.37,2817.37,232
2025-02-04 00:55:00,2817.25,2817.71,2816.45,2817.5,363
2025-02-04 01:00:00,2817.55,2817.85,2816.29,2816.31,608
2025-02-04 01:05:00,2816.32,2817.34,2816.18,2816.8,614
2025-02-04 01:10:00,2816.81,2817.16,2816.24,2816.88,769
2025-02-04 01:15:00,2816.91,2817.81,2816.77,2817.77,667
2025-02-04 01:20:00,2817.76,2820.38,2817.67,2820.18,695
2025-02-04 01:25:00,2820.21,2821.09,2820.21,2820.5,465
2025-02-04 01:30:00,2820.52,2820.82,2819.57,2820.49,765
2025-02-04 01:35:00,2820.5,2821.0,2819.39,2820.57,605
2025-02-04 01:40:00,2820.59,2823.26,2820.57,2822.8,750
2025-02-04 01:45:00,2822.77,2824.15,2822.75,2823.85,636
2025-02-04 01:50:00,2823.83,2824.21,2823.3,2823.34,515
2025-02-04 01:55:00,2823.35,2824.11,2823.14,2823.41,725
2025-02-04 02:00:00,2823.44,2824.36,2822.71,2823.96,879
2025-02-04 02:05:00,2823.92,2824.57,2821.88,2821.99,927
2025-02-04 02:10:00,2822.16,2822.39,2821.74,2821.89,538
2025-02-04 02:15:00,2821.87,2821.87,2820.61,2821.39,821
2025-02-04 02:20:00,2821.4,2821.49,2817.75,2818.28,789
2025-02-04 02:25:00,2818.27,2818.62,2817.46,2817.62,789
2025-02-04 02:30:00,2817.6,2820.31,2817.47,2819.1,912
2025-02-04 02:35:00,2819.19,2819.19,2817.33,2818.17,720
2025-02-04 02:40:00,2818.13,2818.42,2816.98,2817.64,938
2025-02-04 02:45:00,2817.63,2821.07,2817.4,2820.32,1016
2025-02-04 02:50:00,2820.37,2821.58,2819.86,2821.35,946
2025-02-04 02:55:00,2821.33,2821.77,2820.33,2821.17,703
2025-02-04 03:00:00,2821.16,2822.79,2821.15,2821.46,1037
2025-02-04 03:05:00,2821.34,2824.16,2821.1,2823.8,989
2025-02-04 03:10:00,2823.82,2824.27,2823.26,2823.74,751
2025-02-04 03:15:00,2823.75,2823.76,2822.17,2822.53,581
2025-02-04 03:20:00,2822.55,2822.8,2821.85,2822.39,474
2025-02-04 03:25:00,2822.43,2822.57,2821.66,2822.36,389
2025-02-04 03:30:00,2822.35,2822.84,2821.34,2822.29,881
2025-02-04 03:35:00,2822.24,2822.93,2819.46,2820.23,572
2025-02-04 03:40:00,2820.22,2820.32,2817.86,2818.29,870
2025-02-04 03:45:00,2818.23,2818.73,2817.38,2818.52,894
2025-02-04 03:50:00,2818.51,2819.8,2818.44,2819.72,618
2025-02-04 03:55:00,2819.78,2821.66,2819.68,2821.38,822
